config,src_entity,tgt_entity,src_tier,tgt_tier,template_id,src_sentence,tgt_sentence,patch_layer,shift_neg,shift_pos,welfare_delta,direction,shift_suffering,baseline_suffering,patched_suffering,source_suffering,shift_distressed,baseline_distressed,patched_distressed,source_distressed,shift_afraid,baseline_afraid,patched_afraid,source_afraid,shift_hurt,baseline_hurt,patched_hurt,source_hurt,shift_fine,baseline_fine,patched_fine,source_fine,shift_healthy,baseline_healthy,patched_healthy,source_healthy,shift_unharmed,baseline_unharmed,patched_unharmed,source_unharmed,shift_calm,baseline_calm,patched_calm,source_calm
H→T5 (human→min-evidence),child,bee,T1,T5,T01,The child was in pain.,The bee was in pain.,0,-0.0002954912069981219,-0.0003895339177688584,9.404271077073645e-05,forward,-0.0009093430926441215,0.0009365055011585355,2.7162408514413983e-05,0.0201887059956789,-0.00017893964832182974,0.00019026262452825904,1.1322976206429303e-05,0.0020624061580747366,-0.0003716845822054893,0.0007408367819152772,0.00036915219970978796,0.0010533740278333426,0.0002780024951789528,0.0003499465237837285,0.0006279490189626813,0.0008464097627438605,-0.0003295437491033226,0.00048585262265987694,0.00015630887355655432,0.009099762886762619,1.0337360436096787e-05,0.00026831330615095794,0.00027865066658705473,0.002566705923527479,-0.0011343418736942112,0.0018917929846793413,0.0007574511109851301,0.002449168125167489,-0.00010458740871399641,0.00019939352932851762,9.48061206145212e-05,0.0032957156654447317
H→T5 (human→min-evidence),child,bee,T1,T5,T01,The child was in pain.,The bee was in pain.,0,-0.0057785102599154925,-0.0035984608766739257,-0.002180049383241567,reverse,-0.019902289583114907,0.0201887059956789,0.0002864164125639945,0.0009365055011585355,-0.0019634232958196662,0.0020624061580747366,9.898286225507036e-05,0.00019026262452825904,-0.0008741392230149359,0.0010533740278333426,0.0001792348048184067,0.0007408367819152772,-0.00037418893771246076,0.0008464097627438605,0.0004722208250313997,0.0003499465237837285,-0.008695851021911949,0.009099762886762619,0.0004039118648506701,0.00048585262265987694,-0.0010659912368282676,0.002566705923527479,0.0015007146866992116,0.00026831330615095794,-0.0014337338507175446,0.002449168125167489,0.0010154342744499445,0.0018917929846793413,-0.0031982673972379416,0.0032957156654447317,9.744826820679009e-05,0.00019939352932851762
H→T5 (human→min-evidence),child,bee,T1,T5,T01,The child was in pain.,The bee was in pain.,4,0.0002673278358997777,0.00015641139543731697,0.00011091644046246074,forward,0.0007788669317960739,0.0009365055011585355,0.0017153724329546094,0.0201887059956789,1.783567131496966e-05,0.00019026262452825904,0.0002080982958432287,0.0020624061580747366,5.6885473895817995e-05,0.0007408367819152772,0.0007977222558110952,0.0010533740278333426,0.00021572326659224927,0.0003499465237837285,0.0005656697903759778,0.0008464097627438605,0.0002404817787464708,0.00048585262265987694,0.0007263344014063478,0.009099762886762619,0.0002548457414377481,0.00026831330615095794,0.000523159047588706,0.002566705923527479,8.258875459432602e-05,0.0018917929846793413,0.0019743817392736673,0.002449168125167489,4.772930697072297e-05,0.00019939352932851762,0.0002471228362992406,0.0032957156654447317
H→T5 (human→min-evidence),child,bee,T1,T5,T01,The child was in pain.,The bee was in pain.,4,-0.0020577464892994612,-0.0012306536373216659,-0.0008270928519777954,reverse,-0.007383115589618683,0.0201887059956789,0.012805590406060219,0.0009365055011585355,-0.0010902541689574718,0.0020624061580747366,0.0009721519891172647,0.00019026262452825904,-0.00014012173051014543,0.0010533740278333426,0.0009132522973231971,0.0007408367819152772,0.00038250553188845515,0.0008464097627438605,0.0012289152946323156,0.0003499465237837285,-0.00295557314530015,0.009099762886762619,0.006144189741462469,0.00048585262265987694,-5.4265838116407394e-06,0.002566705923527479,0.0025612793397158384,0.00026831330615095794,-8.037197403609753e-05,0.002449168125167489,0.0023687961511313915,0.0018917929846793413,-0.0018812428461387753,0.0032957156654447317,0.0014144728193059564,0.00019939352932851762
H→T5 (human→min-evidence),child,bee,T1,T5,T01,The child was in pain.,The bee was in pain.,5,0.0002683822749531828,2.108273474732414e-05,0.00024729954020585865,forward,0.0005510607734322548,0.0009365055011585355,0.0014875662745907903,0.0201887059956789,4.881102358922362e-05,0.00019026262452825904,0.00023907364811748266,0.0020624061580747366,0.00025009590899571776,0.0007408367819152772,0.000990932690910995,0.0010533740278333426,0.00022356139379553497,0.0003499465237837285,0.0005735079175792634,0.0008464097627438605,5.2908173529431224e-05,0.00048585262265987694,0.0005387607961893082,0.009099762886762619,0.00015788155724294484,0.00026831330615095794,0.0004261948633939028,0.002566705923527479,-0.00012526428326964378,0.0018917929846793413,0.0017665287014096975,0.002449168125167489,-1.1945085134357214e-06,0.00019939352932851762,0.0001981990208150819,0.0032957156654447317
H→T5 (human→min-evidence),child,bee,T1,T5,T01,The child was in pain.,The bee was in pain.,5,-0.0016554088069824502,-0.001576315553393215,-7.909325358923525e-05,reverse,-0.005837146192789078,0.0201887059956789,0.014351559802889824,0.0009365055011585355,-0.0008843584218993783,0.0020624061580747366,0.0011780477361753583,0.00019026262452825904,-6.13584415987134e-05,0.0010533740278333426,0.0009920155862346292,0.0007408367819152772,0.0001612278283573687,0.0008464097627438605,0.0010076375911012292,0.0003499465237837285,-0.0037369769997894764,0.009099762886762619,0.005362785886973143,0.00048585262265987694,-0.0004335369449108839,0.002566705923527479,0.0021331689786165953,0.00026831330615095794,-0.0002824068069458008,0.002449168125167489,0.0021667613182216883,0.0018917929846793413,-0.0018523414619266987,0.0032957156654447317,0.001443374203518033,0.00019939352932851762
H→T5 (human→min-evidence),child,bee,T1,T5,T01,The child was in pain.,The bee was in pain.,7,0.000110231114376802,4.595205609803088e-05,6.427905827877112e-05,forward,0.0002774447202682495,0.0009365055011585355,0.001213950221426785,0.0201887059956789,3.0814146157354116e-05,0.00019026262452825904,0.00022107677068561316,0.0020624061580747366,4.294846439734101e-05,0.0007408367819152772,0.0007837852463126183,0.0010533740278333426,8.971712668426335e-05,0.0003499465237837285,0.00043966365046799183,0.0008464097627438605,6.993432180024683e-05,0.00048585262265987694,0.0005557869444601238,0.009099762886762619,6.356221274472773e-05,0.00026831330615095794,0.00033187551889568567,0.002566705923527479,1.801876351237297e-05,0.0018917929846793413,0.0019098117481917143,0.002449168125167489,3.2292926334775984e-05,0.00019939352932851762,0.0002316864556632936,0.0032957156654447317
H→T5 (human→min-evidence),child,bee,T1,T5,T01,The child was in pain.,The bee was in pain.,7,-0.0012861715658800676,-0.000625775835942477,-0.0006603957299375907,reverse,-0.004269273951649666,0.0201887059956789,0.015919432044029236,0.0009365055011585355,-0.0006929476512596011,0.0020624061580747366,0.0013694585068151355,0.00019026262452825904,-0.00014111801283434033,0.0010533740278333426,0.0009122560149990022,0.0007408367819152772,-4.13466477766633e-05,0.0008464097627438605,0.0008050631149671972,0.0003499465237837285,-0.0009689135476946831,0.009099762886762619,0.008130849339067936,0.00048585262265987694,-0.000237178523093462,0.002566705923527479,0.002329527400434017,0.00026831330615095794,-0.0002947072498500347,0.002449168125167489,0.0021544608753174543,0.0018917929846793413,-0.0010023040231317282,0.0032957156654447317,0.0022934116423130035,0.00019939352932851762
H→T5 (human→min-evidence),child,bee,T1,T5,T01,The child was in pain.,The bee was in pain.,11,0.0,0.0,0.0,forward,0.0,0.0009365055011585355,0.0009365055011585355,0.0201887059956789,0.0,0.00019026262452825904,0.00019026262452825904,0.0020624061580747366,0.0,0.0007408367819152772,0.0007408367819152772,0.0010533740278333426,0.0,0.0003499465237837285,0.0003499465237837285,0.0008464097627438605,0.0,0.00048585262265987694,0.00048585262265987694,0.009099762886762619,0.0,0.00026831330615095794,0.00026831330615095794,0.002566705923527479,0.0,0.0018917929846793413,0.0018917929846793413,0.002449168125167489,0.0,0.00019939352932851762,0.00019939352932851762,0.0032957156654447317
H→T5 (human→min-evidence),child,bee,T1,T5,T01,The child was in pain.,The bee was in pain.,11,0.0,0.0,0.0,reverse,0.0,0.0201887059956789,0.0201887059956789,0.0009365055011585355,0.0,0.0020624061580747366,0.0020624061580747366,0.00019026262452825904,0.0,0.0010533740278333426,0.0010533740278333426,0.0007408367819152772,0.0,0.0008464097627438605,0.0008464097627438605,0.0003499465237837285,0.0,0.009099762886762619,0.009099762886762619,0.00048585262265987694,0.0,0.002566705923527479,0.002566705923527479,0.00026831330615095794,0.0,0.002449168125167489,0.002449168125167489,0.0018917929846793413,0.0,0.0032957156654447317,0.0032957156654447317,0.00019939352932851762
H→T5 (human→min-evidence),child,bee,T1,T5,T05,The child felt fear as the predator approached.,The bee felt fear as the predator approached.,0,-3.699106855492573e-05,-0.00012826022430090234,9.12691557459766e-05,forward,-0.0006121387123130262,0.0009365055011585355,0.0003243667888455093,0.0201887059956789,-6.905561167513952e-05,0.00019026262452825904,0.00012120701285311952,0.0020624061580747366,-0.0001803812338039279,0.0007408367819152772,0.0005604555481113493,0.0010533740278333426,0.0007136112835723907,0.0003499465237837285,0.0010635578073561192,0.0008464097627438605,-3.5513920010998845e-05,0.00048585262265987694,0.0004503387026488781,0.009099762886762619,-8.918096136767417e-05,0.00026831330615095794,0.00017913234478328377,0.002566705923527479,-0.0003919360460713506,0.0018917929846793413,0.0014998569386079907,0.002449168125167489,3.590030246414244e-06,0.00019939352932851762,0.00020298355957493186,0.0032957156654447317
H→T5 (human→min-evidence),child,bee,T1,T5,T05,The child felt fear as the predator approached.,The bee felt fear as the predator approached.,0,-0.0031895472420728765,-0.003456868726061657,0.00026732148398878053,reverse,-0.018180218758061528,0.0201887059956789,0.0020084872376173735,0.0009365055011585355,-0.0016000261821318418,0.0020624061580747366,0.0004623799759428948,0.00019026262452825904,0.003616498550400138,0.0010533740278333426,0.0046698725782334805,0.0007408367819152772,0.003405557421501726,0.0008464097627438605,0.004251967184245586,0.0003499465237837285,-0.007937339716590941,0.009099762886762619,0.001162423170171678,0.00048585262265987694,-0.00231135543435812,0.002566705923527479,0.0002553504891693592,0.00026831330615095794,-0.0007312181405723095,0.002449168125167489,0.0017179499845951796,0.0018917929846793413,-0.002847561612725258,0.0032957156654447317,0.00044815405271947384,0.00019939352932851762
H→T5 (human→min-evidence),child,bee,T1,T5,T05,The child felt fear as the predator approached.,The bee felt fear as the predator approached.,4,0.00028715846929117106,2.2180971427587792e-05,0.00026497749786358327,forward,9.350350592285395e-05,0.0009365055011585355,0.0010300090070813894,0.0201887059956789,1.8996375729329884e-05,0.00019026262452825904,0.00020925900025758892,0.0020624061580747366,0.000667018408421427,0.0007408367819152772,0.0014078551903367043,0.0010533740278333426,0.0003691155870910734,0.0003499465237837285,0.0007190621108748019,0.0008464097627438605,-1.4280201867222786e-05,0.00048585262265987694,0.00047157242079265416,0.009099762886762619,4.611880285665393e-06,0.00026831330615095794,0.00027292518643662333,0.002566705923527479,2.6832567527890205e-06,0.0018917929846793413,0.0018944762414321303,0.002449168125167489,9.570895053911954e-05,0.00019939352932851762,0.00029510247986763716,0.0032957156654447317
H→T5 (human→min-evidence),child,bee,T1,T5,T05,The child felt fear as the predator approached.,The bee felt fear as the predator approached.,4,-0.002841232519131154,0.0014130374474916607,-0.0042542699666228145,reverse,-0.011761555448174477,0.0201887059956789,0.008427150547504425,0.0009365055011585355,-0.0010868926183320582,0.0020624061580747366,0.0009755135397426784,0.00019026262452825904,0.00019921024795621634,0.0010533740278333426,0.0012525842757895589,0.0007408367819152772,0.0012843077420257032,0.0008464097627438605,0.0021307175047695637,0.0003499465237837285,0.007399797439575195,0.009099762886762619,0.016499560326337814,0.00048585262265987694,-0.0006863543530926108,0.002566705923527479,0.0018803515704348683,0.00026831330615095794,-0.0008657532744109631,0.002449168125167489,0.001583414850756526,0.0018917929846793413,-0.00019554002210497856,0.0032957156654447317,0.003100175643339753,0.00019939352932851762
H→T5 (human→min-evidence),child,bee,T1,T5,T05,The child felt fear as the predator approached.,The bee felt fear as the predator approached.,5,0.00022659257592749782,-3.067506258958019e-05,0.000257267638517078,forward,0.00012901448644697666,0.0009365055011585355,0.0010655199876055121,0.0201887059956789,9.942668839357793e-06,0.00019026262452825904,0.00020020529336761683,0.0020624061580747366,0.00042940821731463075,0.0007408367819152772,0.001170244999229908,0.0010533740278333426,0.0003380049311090261,0.0003499465237837285,0.0006879514548927546,0.0008464097627438605,-4.167776205576956e-05,0.00048585262265987694,0.0004441748606041074,0.009099762886762619,-1.5230121789500117e-05,0.00026831330615095794,0.0002530831843614578,0.002566705923527479,-0.00016228307504206896,0.0018917929846793413,0.0017295099096372724,0.002449168125167489,9.649070852901787e-05,0.00019939352932851762,0.0002958842378575355,0.0032957156654447317
H→T5 (human→min-evidence),child,bee,T1,T5,T05,The child felt fear as the predator approached.,The bee felt fear as the predator approached.,5,-0.002781424278509803,-0.0004380180034786463,-0.002343406275031157,reverse,-0.010679579339921474,0.0201887059956789,0.009509126655757427,0.0009365055011585355,-0.0009787105955183506,0.0020624061580747366,0.001083695562556386,0.00019026262452825904,3.0321534723043442e-05,0.0010533740278333426,0.001083695562556386,0.0007408367819152772,0.0005022712866775692,0.0008464097627438605,0.0013486810494214296,0.0003499465237837285,0.0004093637689948082,0.009099762886762619,0.009509126655757427,0.00048585262265987694,-0.0005420960951596498,0.002566705923527479,0.0020246098283678293,0.00026831330615095794,-0.0005472230259329081,0.002449168125167489,0.001901945099234581,0.0018917929846793413,-0.0010721166618168354,0.0032957156654447317,0.0022235990036278963,0.00019939352932851762
H→T5 (human→min-evidence),child,bee,T1,T5,T05,The child felt fear as the predator approached.,The bee felt fear as the predator approached.,7,5.979825436952524e-05,1.3982247764943168e-05,4.581600660458207e-05,forward,0.00010497833136469126,0.0009365055011585355,0.0010414838325232267,0.0201887059956789,1.8047241610474885e-05,0.00019026262452825904,0.00020830986613873392,0.0020624061580747366,4.5316468458622694e-05,0.0007408367819152772,0.0007861532503738999,0.0010533740278333426,7.085097604431212e-05,0.0003499465237837285,0.0004207974998280406,0.0008464097627438605,4.6085246140137315e-05,0.00048585262265987694,0.0005319378688000143,0.009099762886762619,1.1998257832601666e-05,0.00026831330615095794,0.0002803115639835596,0.002566705923527479,-3.51474154740572e-05,0.0018917929846793413,0.0018566455692052841,0.002449168125167489,3.2992902561090887e-05,0.00019939352932851762,0.0002323864318896085,0.0032957156654447317
